Item,Contact_Name,Email,Postcode,Event,Event_Date,Status,Comments
RI-RI-690363,Leo Martin,leo.martin44@yahoo.co.uk,PL4 5 MX,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-717754,Ethan Roberts,ethan.roberts34@hotmail.co.uk,PL7 5 CO,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-956734,Daniel Thomas,daniel.thomas66@yahoo.co.uk,TQ2 6 CE,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-854657,Leo Young,leo.young1@yahoo.co.uk,PL12 1 FT,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-339320,Jacob Cooper,jacob.cooper46@icloud.com,TA6 1 JZ,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-534712,Olivia Hall,olivia.hall10@outlook.com,PL14 5 KE,Winter Performance,2026-07-21,Confirmed,
RI-RI-804072,Oscar Cook,oscar.cook64@icloud.com,PL7 2 PY,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-206357,Phoebe Cook,phoebe.cook23@outlook.com,PL2 3 KB,Winter Performance,2026-07-21,Cancelled,Follow up required
RI-RI-101188,Lucy Scott,lucy.scott49@gmail.com,PL12 4 EN,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-914242,Max Ahmed,max.ahmed37@hotmail.co.uk,PL9 7 NS,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-611317,Megan Moore,megan.moore3@gmail.com,EX4 5 OP,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-849685,Evie Cooper,evie.cooper32@outlook.com,PL1 5 RC,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-972037,Lucy Thomas,lucy.thomas92@yahoo.co.uk,PL4 5 IO,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-178449,Jack Johnson,jack.johnson24@icloud.com,PL5 7 TD,Winter Performance,2026-07-21,Confirmed,
RI-RI-979322,Charlotte Brown,charlotte.brown71@hotmail.co.uk,TQ4 3 XL,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-319818,Evie Morgan,evie.morgan72@hotmail.co.uk,TQ4 8 LU,Winter Performance,2026-07-21,Confirmed,
RI-RI-106157,Phoebe Turner,phoebe.turner32@icloud.com,PL2 9 HA,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-729589,Noah Williams,noah.williams17@gmail.com,PL4 9 UE,Winter Performance,2026-07-21,Confirmed,
RI-RI-837986,Noah Johnson,noah.johnson42@gmail.com,PL21 5 DX,Winter Performance,2026-07-21,Attended,Repeat attendee
RI-RI-755771,Phoebe Clarke,phoebe.clarke10@hotmail.co.uk,PL9 1 QT,Winter Performance,2026-07-21,Confirmed,
RI-RI-940357,Harry Singh,harry.singh54@gmail.com,TQ2 5 DK,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-614204,Oscar Allen,oscar.allen55@hotmail.co.uk,PL5 8 HM,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-305498,Poppy Taylor,poppy.taylor44@outlook.com,PL6 3 WQ,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-692489,Grace Scott,grace.scott25@yahoo.co.uk,PL12 8 BE,Winter Performance,2026-07-21,Attended,
RI-RI-790030,Leo Young,leo.young10@hotmail.co.uk,PL3 6 UR,Winter Performance,2026-07-21,Attended,Community partner
RI-RI-622654,Leo Moore,leo.moore80@outlook.com,EX4 9 JE,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-144458,Oscar Moore,oscar.moore50@gmail.com,PL3 3 QP,Winter Performance,2026-07-21,Confirmed,
RI-RI-737989,Jack White,jack.white60@gmail.com,PL2 1 FI,Winter Performance,2026-07-21,Confirmed,
RI-RI-871478,Noah Moore,noah.moore85@icloud.com,PL6 5 AF,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-359652,Emma Evans,emma.evans38@hotmail.co.uk,PL7 7 WZ,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-542182,Chloe Moore,chloe.moore59@yahoo.co.uk,PL3 6 EW,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-790974,Emma Bell,emma.bell29@outlook.com,PL3 3 ZB,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-525297,William Ahmed,william.ahmed43@yahoo.co.uk,TA1 1 SG,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-402023,Lucas Morgan,lucas.morgan77@yahoo.co.uk,PL5 9 HI,Winter Performance,2026-07-21,Attended,
RI-RI-477876,Jessica Smith,jessica.smith58@outlook.com,PL3 1 YF,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-831471,Phoebe Cook,phoebe.cook46@gmail.com,PL3 9 XN,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-797761,Sophie Ward,sophie.ward13@yahoo.co.uk,PL4 9 SF,Drama Workshop,2026-08-14,Cancelled,Follow up required
RI-RI-335098,Ella Young,ella.young89@yahoo.co.uk,PL2 3 XE,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-638122,Harry Clarke,harry.clarke96@outlook.com,PL1 1 MU,Drama Workshop,2026-08-14,Confirmed,
RI-RI-191206,Joshua White,joshua.white48@icloud.com,PL9 7 LO,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-316371,Noah Williams,noah.williams65@icloud.com,PL4 4 YQ,Drama Workshop,2026-08-14,Attended,Repeat attendee
RI-RI-572033,George Williams,george.williams76@hotmail.co.uk,PL5 7 AW,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-383888,Sophie Hall,sophie.hall71@gmail.com,PL6 9 MH,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-838111,Olivia Wilson,olivia.wilson66@gmail.com,PL7 7 VD,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-763922,Olivia Jones,olivia.jones53@icloud.com,PL2 5 BR,Drama Workshop,2026-08-14,Attended,
RI-RI-601612,Evie Harris,evie.harris68@icloud.com,PL9 4 PU,Drama Workshop,2026-08-14,Attended,Follow up required
RI-RI-174353,Jessica Evans,jessica.evans26@gmail.com,PL2 9 HR,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-105290,Megan Moore,megan.moore3@gmail.com,EX4 5 OP,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-333608,Lily Allen,lily.allen61@gmail.com,PL9 8 ZS,Drama Workshop,2026-08-14,Attended,Follow up required
RI-RI-292531,George Walker,george.walker58@hotmail.co.uk,PL7 3 YQ,Drama Workshop,2026-08-14,Confirmed,Follow up required
RI-RI-336802,Joshua Davies,joshua.davies22@icloud.com,PL6 4 LX,Drama Workshop,2026-08-14,Confirmed,
RI-RI-122897,Freya Bennett,freya.bennett79@gmail.com,PL6 8 BD,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-965125,Olivia Bennett,olivia.bennett30@yahoo.co.uk,PL6 4 RF,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-496685,Mia Allen,mia.allen90@yahoo.co.uk,PL1 9 EC,Drama Workshop,2026-08-14,Confirmed,
RI-RI-619268,Noah Bennett,noah.bennett91@gmail.com,PL21 8 BU,Drama Workshop,2026-08-14,Confirmed,Follow up required
RI-RI-797436,Ethan Bell,ethan.bell72@yahoo.co.uk,TR7 4 XB,Drama Workshop,2026-08-14,Attended,Follow up required
RI-RI-982788,Jessica Smith,jessica.smith8@gmail.com,PL5 6 WV,Drama Workshop,2026-08-14,Confirmed,Follow up required
RI-RI-580631,Jacob Allen,jacob.allen6@gmail.com,TQ3 1 GD,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-198998,Lucas Johnson,lucas.johnson53@outlook.com,PL1 3 LL,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-348423,Charlie Jackson,charlie.jackson30@gmail.com,PL6 4 FA,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-336989,Noah Williams,noah.williams17@gmail.com,PL4 9 UE,Drama Workshop,2026-08-14,Confirmed,Follow up required
RI-RI-231671,Lucas Scott,lucas.scott92@gmail.com,TA6 8 CW,Drama Workshop,2026-08-14,Attended,Repeat attendee
RI-RI-839522,Chloe Morgan,chloe.morgan30@gmail.com,PL3 2 XB,Drama Workshop,2026-08-14,Confirmed,Community partner
RI-RI-528588,Chloe Scott,chloe.scott72@gmail.com,PL2 5 HO,Drama Workshop,2026-08-14,Confirmed,
RI-RI-595538,George Perry,george.perry62@gmail.com,PL14 8 GG,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-830251,Alice Young,alice.young93@hotmail.co.uk,TA1 9 MH,Drama Workshop,2026-08-14,Confirmed,Follow up required
RI-RI-857780,Ethan King,ethan.king10@yahoo.co.uk,PL5 8 WK,Drama Workshop,2026-08-14,Attended,Follow up required
RI-RI-938109,Alice Jackson,alice.jackson80@yahoo.co.uk,PL5 1 NL,Drama Workshop,2026-08-14,Confirmed,Follow up required
RI-RI-970993,William Johnson,william.johnson3@hotmail.co.uk,PL9 3 FV,Drama Workshop,2026-08-14,Cancelled,Repeat attendee
RI-RI-198876,Henry Evans,henry.evans60@yahoo.co.uk,PL6 8 SB,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-160389,Olivia King,olivia.king91@outlook.com,PL5 5 ZT,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-839595,Oscar Cooper,oscar.cooper29@hotmail.co.uk,PL7 8 SL,Drama Workshop,2026-08-14,Confirmed,Follow up required
RI-RI-312511,William Ahmed,william.ahmed6@outlook.com,TQ1 8 GB,Drama Workshop,2026-08-14,Confirmed,Repeat attendee
RI-RI-429188,James Harris,james.harris20@icloud.com,PL1 7 HV,Dance Showcase,2026-08-15,Confirmed,Follow up required
RI-RI-959766,Jessica Williams,jessica.williams28@hotmail.co.uk,TA1 2 DX,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-356448,Chloe Bennett,chloe.bennett59@hotmail.co.uk,PL4 8 RZ,Dance Showcase,2026-08-15,Confirmed,
RI-RI-216365,Jessica Evans,jessica.evans95@icloud.com,PL9 4 QM,Dance Showcase,2026-08-15,Confirmed,Follow up required
RI-RI-688864,Sophie Cook,sophie.cook60@outlook.com,PL2 5 AS,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-545413,Emma Patel,emma.patel50@yahoo.co.uk,TQ2 2 ZM,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-304390,Olivia Jones,olivia.jones53@icloud.com,PL2 5 BR,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-790251,Jack Brown,jack.brown18@gmail.com,PL6 6 ZQ,Dance Showcase,2026-08-15,Confirmed,Follow up required
RI-RI-645678,Olivia Walker,olivia.walker16@gmail.com,TA1 7 RD,Dance Showcase,2026-08-15,Attended,
RI-RI-738827,Lily Cook,lily.cook53@hotmail.co.uk,EX3 1 UB,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-526053,Jack Walker,jack.walker44@icloud.com,PL4 6 ME,Dance Showcase,2026-08-15,Confirmed,
RI-RI-124042,Ella Harris,ella.harris31@yahoo.co.uk,PL2 5 IF,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-585097,Emily Baker,emily.baker53@icloud.com,PL4 2 UB,Dance Showcase,2026-08-15,Confirmed,Follow up required
RI-RI-854327,Oliver Young,oliver.young50@yahoo.co.uk,PL5 7 JW,Dance Showcase,2026-08-15,Confirmed,Follow up required
RI-RI-194691,Phoebe Martin,phoebe.martin22@outlook.com,PL2 6 PX,Dance Showcase,2026-08-15,Confirmed,
RI-RI-569181,Charlotte Brown,charlotte.brown43@gmail.com,TR1 6 AC,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-569622,Noah Bennett,noah.bennett91@gmail.com,PL21 8 BU,Dance Showcase,2026-08-15,Confirmed,
RI-RI-668363,Joshua Perry,joshua.perry43@outlook.com,EX4 1 GQ,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-491965,Poppy Harris,poppy.harris66@outlook.com,PL2 6 QQ,Dance Showcase,2026-08-15,Confirmed,
RI-RI-910120,James Murphy,james.murphy9@outlook.com,PL3 8 WN,Dance Showcase,2026-08-15,Attended,
RI-RI-269782,Poppy Singh,poppy.singh13@gmail.com,PL6 2 QI,Dance Showcase,2026-08-15,Attended,Community partner
RI-RI-146196,Freya Turner,freya.turner96@hotmail.co.uk,TQ1 8 WU,Dance Showcase,2026-08-15,Attended,Follow up required
RI-RI-641516,Amelia Bell,amelia.bell84@yahoo.co.uk,TQ4 6 PG,Dance Showcase,2026-08-15,Confirmed,Follow up required
RI-RI-356655,Jessica Evans,jessica.evans26@gmail.com,PL2 9 HR,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-336930,Amelia Jackson,amelia.jackson72@yahoo.co.uk,TQ2 4 ZF,Dance Showcase,2026-08-15,Confirmed,
RI-RI-746192,Jessica Clarke,jessica.clarke38@outlook.com,PL2 8 WO,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-655086,Olivia Ward,olivia.ward40@icloud.com,TQ12 3 RF,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-202789,Oliver Evans,oliver.evans25@icloud.com,PL7 8 BT,Dance Showcase,2026-08-15,Attended,Community partner
RI-RI-828875,Charlotte Taylor,charlotte.taylor72@hotmail.co.uk,PL2 2 TG,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-902576,Olivia Cook,olivia.cook97@icloud.com,PL1 7 KB,Dance Showcase,2026-08-15,Confirmed,
RI-RI-237387,Amelia King,amelia.king21@hotmail.co.uk,PL9 1 DV,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-649754,Emma Morgan,emma.morgan80@gmail.com,TR7 2 HE,Dance Showcase,2026-08-15,Cancelled,
RI-RI-505026,Megan Perry,megan.perry13@yahoo.co.uk,PL4 2 JS,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-278780,Evie Martin,evie.martin87@gmail.com,EX2 6 UW,Dance Showcase,2026-08-15,Attended,Repeat attendee
RI-RI-829385,Emily Hall,emily.hall92@icloud.com,PL4 5 KG,Dance Showcase,2026-08-15,Confirmed,Follow up required
RI-RI-797567,Charlie Patel,charlie.patel30@hotmail.co.uk,TQ2 4 JY,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-919172,Henry Ahmed,henry.ahmed38@gmail.com,PL2 8 EC,Dance Showcase,2026-08-15,Attended,Community partner
RI-RI-226480,Lucas Evans,lucas.evans88@gmail.com,PL9 2 TU,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-927259,Emma Murphy,emma.murphy58@outlook.com,PL9 9 HY,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-903035,Jacob Jackson,jacob.jackson98@gmail.com,EX1 4 OD,Dance Showcase,2026-08-15,Attended,
RI-RI-721366,James White,james.white91@yahoo.co.uk,PL1 5 KE,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-560580,Leo Martin,leo.martin44@yahoo.co.uk,PL4 5 MX,Dance Showcase,2026-08-15,Confirmed,Repeat attendee
RI-RI-249033,Alice Bell,alice.bell86@yahoo.co.uk,PL4 6 VU,Dance Showcase,2026-08-15,Confirmed,
RI-RI-896454,Noah Walker,noah.walker50@outlook.com,PL2 3 VP,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-598331,Noah Jones,noah.jones50@hotmail.co.uk,PL7 1 SH,Dance Showcase,2026-08-15,Confirmed,
RI-RI-670649,Chloe Jackson,chloe.jackson18@gmail.com,PL9 7 PX,Dance Showcase,2026-08-15,Confirmed,Community partner
RI-RI-684565,Phoebe Collins,phoebe.collins62@icloud.com,PL4 8 OY,Spring Festival,2026-08-22,Attended,
RI-RI-998147,Megan Moore,megan.moore3@gmail.com,EX4 5 OP,Spring Festival,2026-08-22,Cancelled,
RI-RI-418953,Thomas Moore,thomas.moore51@gmail.com,PL3 4 XQ,Spring Festival,2026-08-22,Attended,Follow up required
RI-RI-279372,Harry Singh,harry.singh37@yahoo.co.uk,TA1 5 US,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-891007,Noah Baker,noah.baker94@yahoo.co.uk,PL9 1 SD,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-672527,Jack Walker,jack.walker44@icloud.com,PL4 6 ME,Spring Festival,2026-08-22,Confirmed,
RI-RI-733009,Ruby Brown,ruby.brown24@icloud.com,PL1 7 KA,Spring Festival,2026-08-22,Confirmed,
RI-RI-355179,William Cooper,william.cooper97@gmail.com,TQ1 2 VR,Spring Festival,2026-08-22,Confirmed,
RI-RI-621989,Joshua Davies,joshua.davies22@icloud.com,PL6 4 LX,Spring Festival,2026-08-22,Attended,
RI-RI-859422,Emma White,emma.white35@gmail.com,PL14 1 JU,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-288713,Emma Taylor,emma.taylor61@hotmail.co.uk,PL2 4 PO,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-316335,Evie Walker,evie.walker60@yahoo.co.uk,PL6 5 HU,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-276181,William Wood,william.wood73@outlook.com,PL9 3 IR,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-553947,Grace Thomas,grace.thomas90@gmail.com,TR7 2 AV,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-347197,Mia Young,mia.young28@yahoo.co.uk,PL6 9 VV,Spring Festival,2026-08-22,Attended,
RI-RI-863493,Chloe Jackson,chloe.jackson18@gmail.com,PL9 7 PX,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-965298,Lucas Murphy,lucas.murphy54@gmail.com,TR1 5 EC,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-183980,Ella Ahmed,ella.ahmed59@yahoo.co.uk,PL5 4 ZK,Spring Festival,2026-08-22,Confirmed,
RI-RI-871229,Evie Cooper,evie.cooper32@outlook.com,PL1 5 RC,Spring Festival,2026-08-22,Cancelled,Repeat attendee
RI-RI-121179,Ella Singh,ella.singh83@yahoo.co.uk,PL9 9 GO,Spring Festival,2026-08-22,Attended,Community partner
RI-RI-150079,Alice White,alice.white30@yahoo.co.uk,PL4 1 NM,Spring Festival,2026-08-22,Confirmed,
RI-RI-828137,Jacob White,jacob.white23@gmail.com,EX3 6 TJ,Spring Festival,2026-08-22,Cancelled,Follow up required
RI-RI-550862,Evie Martin,evie.martin87@gmail.com,EX2 6 UW,Spring Festival,2026-08-22,Confirmed,
RI-RI-830173,Poppy Evans,poppy.evans4@icloud.com,PL14 5 XS,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-735694,Evie Bennett,evie.bennett24@hotmail.co.uk,PL9 2 EF,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-628544,Leo Young,leo.young1@yahoo.co.uk,PL12 1 FT,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-585647,Charlie Scott,charlie.scott71@outlook.com,TR7 5 KG,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-994533,William Williams,william.williams77@yahoo.co.uk,TQ3 2 FN,Spring Festival,2026-08-22,Confirmed,
RI-RI-818347,Lucy Patel,lucy.patel25@yahoo.co.uk,PL6 3 HW,Spring Festival,2026-08-22,Attended,Repeat attendee
RI-RI-812993,Daniel Scott,daniel.scott94@icloud.com,PL5 3 VK,Spring Festival,2026-08-22,Attended,Repeat attendee
RI-RI-468655,Max Scott,max.scott44@hotmail.co.uk,PL5 1 AM,Spring Festival,2026-08-22,Attended,
RI-RI-361627,Noah Bell,noah.bell29@yahoo.co.uk,PL6 4 SQ,Spring Festival,2026-08-22,Attended,Repeat attendee
RI-RI-118048,Ethan Turner,ethan.turner72@icloud.com,TQ3 7 AU,Spring Festival,2026-08-22,Attended,
RI-RI-782469,Charlotte Bell,charlotte.bell46@hotmail.co.uk,PL3 7 UQ,Spring Festival,2026-08-22,Cancelled,Repeat attendee
RI-RI-730999,Alice Harris,alice.harris92@hotmail.co.uk,PL1 9 WI,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-331339,Chloe Martin,chloe.martin45@outlook.com,PL4 1 DN,Spring Festival,2026-08-22,Attended,Community partner
RI-RI-139249,James Allen,james.allen25@gmail.com,PL3 4 DY,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-954995,Joshua White,joshua.white87@icloud.com,PL3 6 IB,Spring Festival,2026-08-22,Attended,Repeat attendee
RI-RI-898750,Jack Ward,jack.ward40@gmail.com,PL2 3 RN,Spring Festival,2026-08-22,Confirmed,
RI-RI-239164,Chloe Ward,chloe.ward26@hotmail.co.uk,PL6 6 RC,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-556370,Lucas Patel,lucas.patel11@hotmail.co.uk,PL4 4 BA,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-322242,James Harris,james.harris50@hotmail.co.uk,PL14 2 IG,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-261950,Evie Roberts,evie.roberts11@outlook.com,PL7 6 LM,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-985763,Lily Ward,lily.ward72@gmail.com,PL12 8 RL,Spring Festival,2026-08-22,Confirmed,
RI-RI-216154,Ella Baker,ella.baker14@hotmail.co.uk,PL1 2 VT,Spring Festival,2026-08-22,Attended,Follow up required
RI-RI-792029,Lucas Johnson,lucas.johnson53@outlook.com,PL1 3 LL,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-796725,Amelia Brown,amelia.brown48@hotmail.co.uk,PL5 1 UD,Spring Festival,2026-08-22,Cancelled,Repeat attendee
RI-RI-464713,Grace Young,grace.young30@yahoo.co.uk,PL4 9 AQ,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-122391,Evie Scott,evie.scott6@gmail.com,PL5 5 WJ,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-624726,Charlie Jackson,charlie.jackson30@gmail.com,PL6 4 FA,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-961634,Evie Murphy,evie.murphy1@outlook.com,PL2 4 ED,Spring Festival,2026-08-22,Attended,
RI-RI-628803,Emma Hill,emma.hill39@hotmail.co.uk,PL3 1 LN,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-646160,Mia Cooper,mia.cooper74@hotmail.co.uk,PL9 5 HO,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-212773,Evie Perry,evie.perry88@hotmail.co.uk,PL3 9 CL,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-702980,Harry White,harry.white84@yahoo.co.uk,PL19 7 HU,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-966674,Emma Evans,emma.evans38@hotmail.co.uk,PL7 7 WZ,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-286616,Poppy Johnson,poppy.johnson97@yahoo.co.uk,PL6 9 QO,Spring Festival,2026-08-22,Attended,Community partner
RI-RI-505388,Ethan Bell,ethan.bell78@gmail.com,PL2 5 YK,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-902720,Lucas Scott,lucas.scott92@gmail.com,TA6 8 CW,Spring Festival,2026-08-22,Confirmed,
RI-RI-402164,William Morgan,william.morgan10@outlook.com,PL6 2 AO,Spring Festival,2026-08-22,Confirmed,
RI-RI-311415,Charlotte Williams,charlotte.williams94@icloud.com,PL1 8 IG,Spring Festival,2026-08-22,Confirmed,
RI-RI-865811,Emma Ward,emma.ward8@gmail.com,PL2 1 LA,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-982788,Thomas Jackson,thomas.jackson60@icloud.com,PL7 9 UE,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-898030,Phoebe Clarke,phoebe.clarke10@hotmail.co.uk,PL9 1 QT,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-244784,Max Bell,max.bell1@yahoo.co.uk,PL3 9 JV,Spring Festival,2026-08-22,Confirmed,
RI-RI-404808,Sophie Perry,sophie.perry12@icloud.com,TQ4 7 DD,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-277455,Freya Smith,freya.smith39@hotmail.co.uk,PL2 9 WB,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-559339,Daniel Davies,daniel.davies58@icloud.com,EX2 8 XV,Spring Festival,2026-08-22,Attended,Community partner
RI-RI-407339,George Baker,george.baker47@hotmail.co.uk,TA6 9 GS,Spring Festival,2026-08-22,Attended,
RI-RI-640458,Emma Baker,emma.baker62@yahoo.co.uk,EX2 4 IU,Spring Festival,2026-08-22,Cancelled,Repeat attendee
RI-RI-801751,Ella Bennett,ella.bennett80@outlook.com,PL4 5 LI,Spring Festival,2026-08-22,Attended,Community partner
RI-RI-477495,Alice Cooper,alice.cooper31@gmail.com,PL5 8 BE,Spring Festival,2026-08-22,Attended,Community partner
RI-RI-577393,Poppy Brown,poppy.brown99@outlook.com,PL2 1 IQ,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-415453,Phoebe Jones,phoebe.jones16@hotmail.co.uk,TA1 8 GZ,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-998820,Chloe Young,chloe.young72@yahoo.co.uk,PL3 2 OH,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-233319,Ella Green,ella.green5@yahoo.co.uk,PL6 2 WK,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-159297,Oscar Cooper,oscar.cooper29@hotmail.co.uk,PL7 8 SL,Spring Festival,2026-08-22,Attended,Follow up required
RI-RI-953585,Thomas White,thomas.white51@outlook.com,PL2 7 BA,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-174335,Ella Patel,ella.patel40@yahoo.co.uk,PL2 2 CR,Spring Festival,2026-08-22,Confirmed,
RI-RI-472335,Daniel Wilson,daniel.wilson9@icloud.com,TA6 8 AV,Spring Festival,2026-08-22,Confirmed,Follow up required
RI-RI-392063,Lily Baker,lily.baker28@outlook.com,PL1 8 JJ,Spring Festival,2026-08-22,Cancelled,
RI-RI-480239,Alice Bell,alice.bell86@yahoo.co.uk,PL4 6 VU,Spring Festival,2026-08-22,Confirmed,
RI-RI-806608,Amelia Smith,amelia.smith94@outlook.com,PL9 7 MA,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-775878,Mia Allen,mia.allen59@hotmail.co.uk,PL5 3 EY,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-197732,Daniel Jackson,daniel.jackson15@icloud.com,PL4 5 RI,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-553255,Lily Thomas,lily.thomas29@gmail.com,PL4 1 HC,Spring Festival,2026-08-22,Confirmed,Repeat attendee
RI-RI-453594,Phoebe Cook,phoebe.cook23@outlook.com,PL2 3 KB,Spring Festival,2026-08-22,Cancelled,Community partner
RI-RI-902714,Ethan Williams,ethan.williams58@icloud.com,PL2 4 AN,Spring Festival,2026-08-22,Attended,Repeat attendee
RI-RI-230570,Mia Harris,mia.harris43@gmail.com,PL21 7 IF,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-980077,Jack Perry,jack.perry88@hotmail.co.uk,PL7 1 MT,Spring Festival,2026-08-22,Confirmed,Community partner
RI-RI-343233,Ella Bell,ella.bell87@icloud.com,PL9 2 TO,Spring Festival,2026-08-22,Confirmed,
RI-RI-139568,Charlotte Taylor,charlotte.taylor72@hotmail.co.uk,PL2 2 TG,Spring Festival,2026-08-22,Attended,Follow up required
